"Status","Gas Day Start","Gas in storage (TWh)","Full (%)","Trend (%)","Injection (GWh/d)","Withdrawal (GWh/d)","Working gas volume (TWh)","Injection capacity (GWh/d)","Withdrawal capacity (GWh/d)"
"E","2016-12-15","796.0516","71.32","-0.6","112.76","6820.8","1116.1991","12029.58","20172.01"
"E","2016-12-14","802.8358","71.93","-0.57","155.55","6541.1","1116.1991","12029.64","19645.58"
"E","2016-12-13","809.2939","72.5","-0.57","265.16","6611.5","1116.1991","12029.72","19645.58"
"E","2016-12-12","815.7026","73.08","-0.55","143.63","6310.2","1116.1991","12029.78","19645.58"
"E","2016-12-11","822.0141","73.64","-0.33","506.39","4174.5","1116.2294","12030.21","19646.26"
"E","2016-12-10","825.7397","73.98","-0.34","613.51","4420.6","1116.2294","12030.18","19858.08"
"E","2016-12-09","829.6178","74.32","-0.47","342.25","5542.2","1116.2294","12029.97","19791.17"
"E","2016-12-08","834.8944","74.8","-0.52","348.21","6181","1116.2294","12029.38","20175.22"
"E","2016-12-07","840.7798","75.32","-0.64","216.46","7319.4","1116.2294","12028.48","20178.03"
"E","2016-12-06","847.9642","75.97","-0.72","201.79","8248.1","1116.2294","12027.58","20180.86"
"E","2016-12-05","856.1893","76.7","-0.73","156.21","8353.1","1116.2294","12026.69","20183.63"
"E","2016-12-04","864.4377","77.45","-0.54","228.27","6258.2","1116.1732","12025.04","20185.08"
"E","2016-12-03","870.5277","77.99","-0.5","326.56","5859.3","1116.1732","12024.2","20187.56"
"E","2016-12-02","876.1511","78.5","-0.57","180.47","6591.9","1116.1732","12023.44","20189.65"
"E","2016-12-01","882.6359","79.08","-0.61","219.57","7030.8","1116.1732","12022.51","20192.21"
"E","2016-11-30","889.0502","79.68","-0.71","239.7","8122.3","1115.7532","12021.66","20199.93"
"E","2016-11-29","897.1231","80.41","-0.71","191.75","8106","1115.7532","11950.21","19894.34"
"E","2016-11-28","905.1128","81.12","-0.54","160.02","6231.6","1115.7532","11949.65","19846.27"
"E","2016-11-27","911.2649","81.67","-0.28","393.9","3477","1115.7677","11949.31","19867.01"
"E","2016-11-26","914.3067","81.94","-0.29","348.13","3614.5","1115.7677","12019.34","20224.63"
"E","2016-11-25","917.6476","82.24","-0.39","191.35","4492.9","1115.7677","12018.35","20227.43"
"E","2016-11-24","921.9568","82.63","-0.31","190.24","3637","1115.7677","12017.51","20229.72"
"E","2016-11-23","925.4155","82.94","-0.29","169.6","3365.7","1115.7677","12016.86","20231.47"
"E","2016-11-22","928.671","83.23","-0.23","317.81","2861.3","1115.7677","12016.52","20232.4"
"E","2016-11-21","931.2423","83.46","-0.21","486.42","2871.2","1115.7677","12041.04","20230.72"
"E","2016-11-20","933.6285","83.68","-0.16","475.73","2283.5","1115.7683","12040.6","20232.01"
"E","2016-11-19","935.4911","83.84","-0.22","277.96","2710.9","1115.7683","12040.05","20233.51"
"E","2016-11-18","937.9799","84.07","-0.3","198.94","3591","1115.7683","12039.34","20235.41"
"E","2016-11-17","941.5019","84.38","-0.31","372.83","3861.8","1115.7683","12013.74","20240.04"
"E","2016-11-16","944.9994","84.69","-0.32","465.61","4070.1","1115.7683","12013.29","20241.38"
"E","2016-11-15","948.7166","85.03","-0.42","421.49","5080","1115.7683","12012.65","20243.44"
"E","2016-11-14","953.4498","85.45","-0.47","441.81","5642.9","1115.7683","12012","20245.68"
"E","2016-11-13","958.576","85.91","-0.32","413.83","4007.1","1115.7564","12036.43","20113.45"
"E","2016-11-12","962.265","86.24","-0.33","314.64","4023.6","1115.7564","12035.97","19983.8"
"E","2016-11-11","966.3966","86.61","-0.42","206.78","4841.7","1115.7564","12035.47","19984.74"
"E","2016-11-10","970.5977","86.99","-0.44","296.04","5228.3","1115.7564","12035.1","19927.06"
"E","2016-11-09","975.6765","87.45","-0.5","194.98","5772","1115.7564","12034.4","19916.62"
"E","2016-11-08","981.2455","87.94","-0.49","176.72","5615.2","1115.7564","12033.27","20224.94"
"E","2016-11-07","986.6814","88.43","-0.41","174.72","4719.9","1115.7564","12007.29","20257.58"
"E","2016-11-06","991.2622","88.84","-0.17","351.47","2231","1115.738","12006.5","20258.78"
"E","2016-11-05","993.1473","89.01","-0.16","386.61","2205","1115.738","12005.98","20260.29"
"E","2016-11-04","994.9576","89.17","-0.27","316.68","3273.8","1115.738","12005.18","20262.56"
"E","2016-11-03","997.9313","89.44","-0.3","229.92","3624.3","1115.738","12004.27","20240.26"
"E","2016-11-02","1001.329","89.75","-0.17","291.05","2242.8","1115.738","12003.97","20241.34"
"E","2016-11-01","1003.3205","89.93","-0.08","519.61","1367.9","1115.7287","12018.83","19909.89"
"E","2016-10-31","1004.108","90.19","-0.01","991.92","1082.5","1113.2894","12018.65","19918.53"
"E","2016-10-30","1005.3858","90.11","0.07","1458.53","714.1","1115.7745","12029.34","19935.48"
"E","2016-10-29","1004.655","89.98","0.08","1608.32","737.1","1116.488","12203.11","20542.38"
"E","2016-10-28","1003.7887","89.96","-0.03","808.93","1196.1","1115.7745","12028.95","20268.63"
"E","2016-10-27","1004.1818","90","-0.06","813.63","1511.5","1115.7745","12028.36","20270.43"
"E","2016-10-26","1004.8656","90.06","-0.06","866.3","1497.5","1115.7745","12027.78","20272.24"
"E","2016-10-25","1005.5328","90.12","-0.08","598.1","1513.4","1115.7745","12027.09","20274.19"
"E","2016-10-24","1006.4656","90.2","-0.1","603.55","1703.6","1115.7745","12026.48","20275.95"
"E","2016-10-23","1007.563","90.31","0","1085.71","1062","1115.673","12024.56","20275.3"
"E","2016-10-22","1007.5659","90.31","-0.02","912.85","1119.8","1115.673","12024.03","20276.85"
"E","2016-10-21","1007.807","90.33","-0.09","704.12","1703.9","1115.673","12023.09","20279.45"
"E","2016-10-20","1008.8009","90.42","-0.1","661.57","1739.8","1115.673","12022.14","20282.05"
"E","2016-10-19","1009.9133","90.52","-0.06","872.05","1573.7","1115.673","12021.28","20284.4"
"E","2016-10-18","1010.6356","90.59","-0.01","1019.86","1140.8","1115.673","12020.92","20285.29"
"E","2016-10-17","1010.7823","90.6","0.03","1120.6","793.6","1115.673","12020.82","20285.56"
"E","2016-10-16","1010.459","90.56","0.16","2172.23","388","1115.729","12021.65","20286.49"
"E","2016-10-15","1008.6372","90.4","0.1","1635.59","538.8","1115.729","12021.63","20286.57"
"E","2016-10-14","1007.5237","90.31","-0.04","725.18","1204.6","1115.639","12021.46","20287.07"
"E","2016-10-13","1008.0347","90.35","-0.06","606.1","1317.6","1115.639","11661.53","19662.82"
"E","2016-10-12","1008.7934","90.42","-0.1","583.64","1677.8","1115.639","11661.53","19662.82"
"E","2016-10-11","1009.9281","90.52","-0.09","688.54","1738.7","1115.639","12020.59","20289.49"
"E","2016-10-10","1011.0095","90.62","-0.02","880.98","1132.9","1115.639","12020.32","20290.22"
"E","2016-10-09","1011.1983","90.64","0.08","1459.63","568.7","1115.6729","12020.79","20292.19"
"E","2016-10-08","1010.2837","90.55","0.08","1563.44","641","1115.6729","12020.62","20292.65"
"E","2016-10-07","1009.347","90.47","-0.01","1069.33","1189.5","1115.6729","12020.35","20293.3"
"E","2016-10-06","1009.4427","90.48","0.02","1298.14","1034.6","1115.6729","12020.11","20043.23"
"E","2016-10-05","1009.1668","90.45","0.06","1361.58","733","1115.6725","12019.99","20043.51"
"E","2016-10-04","1007.8519","90.34","0.12","1841.55","531.3","1115.6725","12020.23","20042.88"
"E","2016-10-03","1006.4998","90.21","0.13","1890.86","484","1115.6725","12199.37","20042.36"
"E","2016-10-02","1005.0483","90.09","0.19","2489.21","367","1115.6014","12198.61","20040.27"
"E","2016-10-01","1002.8899","89.9","0.2","2591.35","367.4","1115.6014","12199.15","20038.75"
"E","2016-09-30","998.2166","89.8","0.18","2342.92","358.1","1111.5896","12083","19875.29"
"E","2016-09-29","996.6898","89.66","0.15","2201.05","481.3","1111.5896","12083.45","19874.06"
"E","2016-09-28","994.96","89.51","0.19","2455.63","317.7","1111.5896","12083.9","19872.78"
"E","2016-09-27","992.7091","89.31","0.16","2176.54","421.5","1111.5896","12098.49","19871.6"
"E","2016-09-26","990.9498","89.15","0.14","2091.02","518.4","1111.5896","12099.07","19870.02"
"E","2016-09-25","989.3588","89","0.29","3399.54","212.8","1111.6285","12100.25","19869.05"
"E","2016-09-24","986.1331","88.71","0.29","3467.68","275","1111.6285","12100.69","19867.82"
"E","2016-09-23","982.9189","88.42","0.21","2652.46","352.4","1111.6285","12101.18","19866.47"
"E","2016-09-22","980.5953","88.21","0.15","2177.18","506.1","1111.6285","12101.56","19865.44"
"E","2016-09-21","981.6049","87.42","0.2","2700.41","454.1","1122.8657","12102.04","19844.12"
"E","2016-09-20","979.2681","87.21","0.17","2374.43","521.2","1122.8657","12102.47","19842.91"
"E","2016-09-19","977.4362","87.05","0.18","2379.97","407.8","1122.8657","12102.96","19841.52"
"E","2016-09-18","975.5876","86.89","0.27","3232.85","167.5","1122.8377","12103.19","19839.36"
"E","2016-09-17","972.5215","86.61","0.26","3097.47","232.2","1122.8377","12103.54","19838.36"
"E","2016-09-16","969.6802","86.36","0.19","2601.27","499.1","1122.7933","12103.6","19838.23"
"E","2016-09-15","967.6046","86.18","0.18","2473.3","433.5","1122.7933","12103.59","19838.26"
"E","2016-09-14","965.6025","86","0.18","2447.82","456","1122.7933","12103.68","19838.01"
"E","2016-09-13","963.6402","85.83","0.19","2559.7","402.8","1122.7933","12103.73","19837.91"
"E","2016-09-12","961.5292","85.64","0.22","2842.54","356","1122.7933","12103.82","19837.73"
"E","2016-09-11","958.9701","85.42","0.29","3455.96","159.4","1122.7153","12104.25","19837.86"
"E","2016-09-10","955.7069","85.12","0.27","3140.26","154.6","1122.7153","12104.42","19837.44"
"E","2016-09-09","952.7389","84.86","0.21","2739.15","431","1122.7153","12104.34","19837.83"
"E","2016-09-08","950.5377","84.66","0.2","2823.16","534.5","1122.7153","12103.93","19839.07"
"E","2016-09-07","948.1123","84.42","0.16","2538.46","689.8","1123.0723","12103.39","19840.66"
"E","2016-09-06","946.7376","84.3","0.16","2546.98","741.5","1123.0723","12103","19841.83"
"E","2016-09-05","944.4711","84.12","0.18","2571.78","510.5","1122.7153","12102.95","19842.07"
"E","2016-09-04","942.3182","83.9","0.32","3814.06","182.1","1123.1799","12104.38","19844.18"
"E","2016-09-03","938.6795","83.57","0.29","3448.83","205.1","1123.1799","12104.42","19844.11"
"E","2016-09-02","935.3964","83.28","0.2","2923.1","691.4","1123.1799","12104.16","19844.81"
"E","2016-09-01","933.2792","83.09","0.19","2735.45","554.9","1123.1799","12104.35","19844.32"
"E","2016-08-31","932.1066","83","0.19","2761.68","620.3","1123.075","12103.14","19842.47"
"E","2016-08-30","930.1822","82.82","0.23","2986.99","431.9","1123.075","12103.32","19841.79"
"E","2016-08-29","927.7083","82.6","0.23","3074.36","499.4","1123.075","12103.49","19841.06"
"E","2016-08-28","925.2198","82.38","0.34","3955.73","149.8","1123.0562","12103.23","19840.51"
"E","2016-08-27","921.4458","82.05","0.29","3525.52","284","1123.0562","12103.1","19840.56"
"E","2016-08-26","918.2483","81.76","0.27","3310.58","290.9","1123.0562","12102.37","19842.21"
"E","2016-08-25","915.2968","81.5","0.21","3008.6","665.8","1123.0562","12101.65","19843.82"
"E","2016-08-24","912.9715","81.29","0.24","3222.07","579.4","1123.0562","12101.1","19844.97"
"E","2016-08-23","910.3196","81.06","0.23","3283.37","722.8","1123.0562","12101.11","19844.71"
"E","2016-08-22","907.5622","80.81","0.28","3432.55","286.6","1123.0562","12101.18","19844.21"
"E","2016-08-21","904.5086","80.54","0.38","4395.98","123.4","1123.0717","12101.85","19843.07"
"E","2016-08-20","900.3728","80.17","0.41","4711.39","152.9","1123.0717","12102.29","19841.68"
"E","2016-08-19","895.7697","79.76","0.37","4420.41","219.1","1123.0717","12102.01","19842.16"
"E","2016-08-18","891.5352","79.38","0.29","3808.79","543.9","1123.0717","12101.44","19843.39"
"E","2016-08-17","888.2641","79.09","0.28","3858.21","751.5","1123.0717","12100.79","19844.82"
"E","2016-08-16","885.1638","78.82","0.28","3865.89","730.5","1123.0717","12100.23","19845.99"
"E","2016-08-15","881.9824","78.53","0.34","4039.68","240.8","1123.0717","12099.73","19847.05"
"E","2016-08-14","878.2027","78.2","0.37","4378.56","222.9","1123.0613","12099.12","19847.81"
"E","2016-08-13","873.8374","77.81","0.4","4766.01","264.4","1123.0613","12098.64","19848.81"
"E","2016-08-12","869.3071","77.41","0.35","4368.04","411","1123.0613","12098.13","19849.86"
"E","2016-08-11","865.3633","77.05","0.3","3966.54","552.2","1123.0613","12097.56","19851.11"
"E","2016-08-10","861.9442","76.75","0.29","3934.66","643.7","1123.0613","12096.99","19852.39"
"E","2016-08-09","858.6523","76.46","0.29","3953.79","659.2","1123.0613","12097.09","19851.83"
"E","2016-08-08","855.3268","76.16","0.4","4620.68","137.8","1123.0613","12097.69","19850"
"E","2016-08-07","850.8015","75.76","0.48","5443.63","44.6","1122.9578","12096.97","19845.94"
"E","2016-08-06","845.4702","75.29","0.44","4996.28","61.3","1122.9578","12097.6","19844.04"
"E","2016-08-05","840.4002","74.84","0.37","4447.25","320.7","1122.9578","12098.04","19842.6"
"E","2016-08-04","836.2152","74.47","0.38","4514.3","281","1122.9578","12098.53","19841.05"
"E","2016-08-03","831.9639","74.09","0.39","4551.04","173.8","1122.9578","12098.99","19839.56"
"E","2016-08-02","827.5258","73.69","0.36","4232.72","246","1122.9578","12099.38","19838.25"
"E","2016-08-01","823.5287","73.34","0.37","4336.48","219.4","1122.9578","12099.74","19837"
"E","2016-07-31","819.2667","73.03","0.47","5396.95","162.3","1121.8348","12099.76","19834.8"
"E","2016-07-30","813.8301","72.54","0.44","5120.69","160.3","1121.8348","12100.17","19833.46"
"E","2016-07-29","808.8469","72.1","0.39","4569.31","196.2","1121.8348","12100.56","19832.16"
"E","2016-07-28","804.4337","71.71","0.35","4193.7","256.5","1121.8348","12100.93","19830.89"
"E","2016-07-27","800.484","71.35","0.34","4048.09","209.4","1121.8348","12101.27","19829.73"
"E","2016-07-26","796.568","71.01","0.35","4173.13","196.7","1121.8348","12101.78","19828.11"
"E","2016-07-25","792.5065","70.64","0.39","4462.64","134.3","1121.8348","12102.59","19825.72"
"E","2016-07-24","788.1884","70.26","0.5","5658.91","82.4","1121.798","12102.97","19822.52"
"E","2016-07-23","782.6775","69.77","0.48","5449.04","75.1","1121.798","12103.56","19820.7"
"E","2016-07-22","776.9904","69.26","0.41","4700.19","66.7","1121.798","12104.09","19819.02"
"E","2016-07-21","772.3429","68.85","0.39","4578.04","202.9","1121.798","12104.79","19816.93"
"E","2016-07-20","768.1235","68.47","0.39","4404.75","79.5","1121.798","12105.51","19814.78"
"E","2016-07-19","763.6475","68.07","0.39","4561.48","134.1","1121.798","12106.22","19812.68"
"E","2016-07-18","758.9486","67.65","0.41","4719.56","120.9","1121.798","12107.01","19810.37"
"E","2016-07-17","754.3081","67.24","0.5","5662.54","20.8","1121.8787","12108.92","19809.56"
"E","2016-07-16","748.5446","66.72","0.49","5561.28","24.1","1121.8787","12109.71","19807.26"
"E","2016-07-15","743.0222","66.23","0.43","4929.36","55.5","1121.8787","12110.26","19805.59"
"E","2016-07-14","737.9882","65.78","0.4","4560.75","81.6","1121.8787","12110.61","19804.46"
"E","2016-07-13","733.4816","65.38","0.37","4381.15","196.3","1121.8787","12110.98","19803.26"
"E","2016-07-12","729.2046","65","0.36","4344.52","279.3","1121.8787","12111.43","19801.25"
"E","2016-07-11","725.1366","64.64","0.42","4811.41","64.6","1121.8787","12112.15","19799.1"
"E","2016-07-10","721.4822","64.31","0.51","5725.35","22.4","1121.8998","12113.13","19797.29"
"E","2016-07-09","715.7119","63.79","0.51","5756.2","33.7","1121.8998","12113.62","19795.75"
"E","2016-07-08","709.8941","63.28","0.41","4727.24","116.8","1121.8998","12114.1","19794.24"
"E","2016-07-07","705.1825","62.86","0.36","4277.84","257.9","1121.8998","12114.44","19793.12"
"E","2016-07-06","701.1283","62.49","0.36","4243.38","222.5","1121.8998","12114.83","19791.98"
"E","2016-07-05","697.026","62.13","0.4","4592.03","110","1121.8998","12115.4","19790.25"
"E","2016-07-04","692.5642","61.73","0.39","4534.79","166","1121.8998","12052.07","19788.85"
"E","2016-07-03","688.6271","61.38","0.5","5671.87","46.1","1121.8782","12106.27","19786.68"
"E","2016-07-02","682.4552","60.83","0.5","5616.84","62.2","1121.8782","12106.74","19785.19"
"E","2016-07-01","676.8474","60.33","0.39","4640.71","212.2","1121.8782","12107.36","19783.35"
"E","2016-06-30","672.4189","60","0.35","4241.15","373.7","1120.7876","12087.5","19766.91"
"E","2016-06-29","668.5579","59.65","0.36","4246.65","260.3","1120.7876","12087.91","19765.6"
"E","2016-06-28","664.4764","59.29","0.36","4188.38","153.2","1120.7876","12088.51","19763.77"
"E","2016-06-27","660.3239","58.92","0.4","4641.21","112.4","1120.7876","12089.26","19761.56"
"E","2016-06-26","655.6656","58.5","0.49","5554.86","50.5","1120.884","12091.38","19759.47"
"E","2016-06-25","650.172","58.01","0.49","5552.54","32.7","1120.884","12092.22","19757.03"
"E","2016-06-24","644.5835","57.51","0.42","4781.14","67.8","1120.884","12092.89","19755"
"E","2016-06-23","639.8541","57.08","0.39","4404.37","59.6","1120.884","12093.61","19752.88"
"E","2016-06-22","635.3703","56.68","0.4","4519.5","71.8","1120.884","12094.36","19750.64"
"E","2016-06-21","630.8228","56.28","0.39","4448.94","63","1120.884","12095.13","19748.39"
"E","2016-06-20","626.3454","55.88","0.41","4702.13","75","1120.884","12095.94","19746.05"
"E","2016-06-19","621.4882","55.45","0.46","5169.09","27.6","1120.802","12095.64","19743.71"
"E","2016-06-18","616.3975","55","0.49","5507.85","49.3","1120.802","12096.12","19742.23"
"E","2016-06-17","610.6968","54.49","0.39","4441.9","79.1","1120.802","12096.48","19741.11"
"E","2016-06-16","606.3065","54.1","0.34","3947.51","114","1120.802","12096.84","19739.95"
"E","2016-06-15","602.4634","53.75","0.36","4128.31","52","1120.802","12097.16","19738.93"
"E","2016-06-14","598.4037","53.39","0.33","3795.43","90.3","1120.802","12097.66","19737.53"
"E","2016-06-13","594.668","53.06","0.35","3985.28","64","1120.802","12098.02","19736.37"
"E","2016-06-12","590.5978","52.69","0.41","4597.09","20.9","1120.7977","12098.2","19735.37"
"E","2016-06-11","585.8434","52.27","0.41","4605.1","36.1","1120.7977","12098.37","19734.67"
"E","2016-06-10","581.2332","51.86","0.33","3953.65","306.2","1120.7977","12098.18","19734.92"
"E","2016-06-09","577.527","51.53","0.3","3750.43","351.5","1120.7977","12098.23","19734.55"
"E","2016-06-08","576.1509","51.4","0.29","3532.41","232.8","1120.9089","12098.07","19734.76"
"E","2016-06-07","570.7907","50.93","0.29","3361.3","148.6","1120.7977","11809.18","19587.19"
"E","2016-06-06","567.5321","50.64","0.29","3440.93","245.8","1120.7977","11919.08","19734.37"
"E","2016-06-05","564.2794","50.35","0.37","4187.31","45.8","1120.799","11919.19","19733.88"
"E","2016-06-04","560.0755","49.97","0.35","3978.64","75.7","1120.799","11919.24","19733.54"
